id,company,sentiment_range,title,setiment_label,setiment_score,sentiment_NB
280,Statoil,-0.444,"Militants fire rockets at Algerian BP/Statoil gas plant, no casualties",neg,0,6.0
281,Shell,0.235,BG Group Still Happy With Shell's $70 Billion Offer,pos,1,12.0
282,AstraZeneca,0.499,CompaniesAstraZeneca wins nod for 'blockbuster' hopeful,pos,1,15.0
283,Shell,-0.222,Shell to Lay Off Another 2200 Staff,neg,0,8.0
284,Carnival Corporation,0.099,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,pos,1,11.0
285,Diageo,0.0,CompaniesDiageo stays neutral on India boardroom turmoil,neg,0,10.0
286,Tesco,0.2,Tesco to 'axe 10000 jobs' in 'simplification' drive to cut costs by 30 per cent,pos,1,12.0
287,Barclays,0.077,Barclays poised to replace Sir Mike Rake as he heads for exit,pos,1,11.0
288,Tesco,0.02,Tesco bans sugary drinks in â€œchildhood obesity driveâ€퀀,pos,1,10.0
289,Tata Steel,0.14300000000000002,Tata Steel working with StanChart for UK unit sale - source,pos,1,11.0
290,Sainsbury's,0.021,Sainsbury's share price: Grocer launches click-and-collect,pos,1,10.0
291,AO World,-0.8150000000000001,AO World shares tumble on profit warning,neg,0,2.0
292,Shell,0.14800000000000002,Shell Targets Gains From Brazil to LNG With Takeover of BG Group,pos,1,11.0
293,Glencore,0.278,Glencore tells investors it is on track to reduce debt: Barclays,pos,1,13.0
294,Whitbread,-0.1,Whitbread boss Andy Harrison defends sales fall as 'just a blip',neg,0,9.0
295,Severn Trent,0.214,Borealis Infrastructure putting together new Severn Trent bid,pos,1,12.0
296,Perrigo,0.326,AstraZeneca sells US drug rights to Perrigo for $380 mln,pos,1,13.0
297,Aggreko,-0.441,Aggreko 2015 Profit Declines - Quick Facts,neg,0,6.0
298,Pearson,-0.37200000000000005,Pearson lags as UK's FTSE slips off record high,neg,0,6.0
299,RBS,0.12,RBS hands Â£3.3m of shares to top staff,pos,1,11.0
300,Glencore,0.423,Glencore sells agriculture stake for $2.5bn,pos,1,14.0
301,Barclays,-0.075,Barclays says has spent $150 million on US 'living will',neg,0,9.0
302,Royal Bank of Scotland Group plc,-0.457,RBS share price: Group plans to slash 600 jobs,neg,0,5.0
303,Lafarge Holcim,0.365,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,pos,1,14.0
304,Barclays,0.35000000000000003,"Eurozone bank lending continues to recover, slowly, Barclays says",pos,1,14.0
305,Royal Bank of Scotland Group plc,-0.05,RBS breaks with past by tearing investment bank apart,neg,0,10.0
306,Aberdeen Asset Management,0.35700000000000004,Aberdeen Asset Management Gains Foothold In China,pos,1,14.0
307,BP,-0.637,BP to pay investors $175m over Gulf spill claims,neg,0,4.0
308,Persimmon,0.253,Persimmon sees post-election pick-up,pos,1,13.0
309,Sainsbury's,-0.35100000000000003,Fewer multi-buys hurt Sainsbury's market share,neg,0,6.0
310,SABMiller,0.43700000000000006,Australia clears AB Inbev's $100 billion SABMiller buyout plan,pos,1,14.0
311,Tailor Wimpey,0.508,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",pos,1,15.0
312,AstraZeneca,-0.405,AstraZeneca profit down as sales of stalwarts fade,neg,0,6.0
313,Tesco PLC,0.439,Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones,pos,1,14.0
314,Associated British Foods,0.366,Associated British Foods helps FTSE to rebound,pos,1,14.0
315,Shell,0.0,Why Shell Cut Ties to Conservative Lobby Group Over Climate Change,neg,0,10.0
316,Thermo Scientific,0.28600000000000003,Johnson Matthey sells research chemicals unit to Thermo Scientific,pos,1,13.0
317,Tesco,0.546,Tesco rebounds as buyers sense a bargain,pos,1,15.0
318,Valeant Pharmaceuticals International,0.001,"Valeant CEO Returns From Leave, Company Withdraws Guidance",pos,1,10.0
319,AstraZeneca,0.64,AstraZeneca shares climb 3% as drug maker ups profits forecasts,pos,1,16.0
320,EasyJet,-0.238,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",neg,0,8.0
321,Tesco PLC,-0.27899999999999997,"Failure of leadership' behind Tesco troubles, says former CEO Leahy",neg,0,7.0
322,British American Tobacco plc,-0.11599999999999999,British American Tobacco says would fight UK 'plain packaging' law,neg,0,9.0
323,JV Partner,0.42700000000000005,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",pos,1,14.0
324,SABMiller,0.32899999999999996,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,pos,1,13.0
325,ASOS plc,0.0,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neg,0,10.0
326,Persimmon,0.359,Persimmon reports strong trading despite EU vote and planning delays,pos,1,14.0
327,ICE,0.096,NYSE owner ICE considers offer for LSE,pos,1,11.0
328,AstraZeneca,-0.085,CompaniesSanofi poaches immunology expert from AstraZeneca,neg,0,9.0
329,Mylan,0.0,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neg,0,10.0
330,BP,-0.293,BP ends 27-year sponsorship of Tate as falling oil price takes toll,neg,0,7.0
331,Shell,-0.38,Royal Dutch Shell pulls plug on Arctic exploration,neg,0,6.0
332,Glencore,0.258,Horizonte acquires neighbouring Glencore nickel property in Brazil,pos,1,13.0
333,Standard Chartered PLC,0.321,"Standard Chartered, RBS Escape Capital Raising in Stress Test",pos,1,13.0
334,AstraZeneca,0.507,FDA approves AstraZeneca drug for advanced lung cancer,pos,1,15.0
335,Barclays,0.105,Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,pos,1,11.0
336,Severn Trent,0.177,"Water utility Severn Trent ups savings forecast, FY profit falls",pos,1,12.0
337,Reed Elsevier,-0.369,Reed Elsevier shares cool after profit dip,neg,0,6.0
338,BAE Systems,0.07400000000000001,BAE Systems lines up oil exec Woodburn as next CEO -source,pos,1,11.0
339,Diageo,0.0,Diageo share price: Group issues half-year update,neg,0,10.0
340,Diageo,0.0,CompaniesDiageo moves CFO to lead North American business,neg,0,10.0
341,Lloyds,-0.2,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",neg,0,8.0
342,Legal & General Group Plc,-0.166,Legal & General share price: Finance chief to step down,neg,0,8.0
343,London Stock Exchange Group,0.076,CompaniesLSE adds ex-SEC head Schapiro to board,pos,1,11.0
344,SABMiller,0.353,"European shares fall on Chinese import data, SABMiller soars",pos,1,14.0
345,Schroders,0.5,"News FeedSchroders books solid earnings growth, several board changes",pos,1,15.0
346,Valeant Pharmaceuticals International,0.238,"Valeant, AstraZeneca strike psoriasis drug deal",pos,1,12.0
347,Barclays,0.252,Barclays considers acquisition to help split off retail arm,pos,1,13.0
348,Barclays,-0.732,CFTC fines Barclays $560000 for inaccurate swaps position reports,neg,0,3.0
349,Deutsche Boerse,0.146,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,pos,1,11.0
350,Tesco PLC,0.426,Tesco turnaround gathers pace under new CEO,pos,1,14.0
351,Tesco PLC,-0.39799999999999996,"Tesco, Asda sales fall as march of the discounters continues: Kantar",neg,0,6.0
352,Glencore,0.253,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output",pos,1,13.0
353,BP,-0.268,BP cuts capex for third time this year to deal with weak oil,neg,0,7.0
354,AstraZeneca,0.395,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,pos,1,14.0
355,Sainsbury's,-0.397,Sainsbury chief warns of squeeze on high street retailers,neg,0,6.0
356,Shell,-0.314,US sanctions put Gazprom-Shell alliance plans in jeopardy,neg,0,7.0
357,Shell,-0.407,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration,neg,0,6.0
358,AB InBev,0.004,AB InBev to Sell SABMiller Stake in China's Snow Beer,pos,1,10.0
359,Persimmon,0.975,Persimmon share price climbs on 23% rise in full-year revenue,pos,1,20.0
360,Royal Mail,0.053,Royal Mail hands chief executive Moya Greene a 13% rise in her pay package,pos,1,11.0
361,Travis Perkins,0.53,Travis Perkins to create 4000 jobs,pos,1,15.0
362,London Stock Exchange Group,-0.415,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,neg,0,6.0
363,Lloyds Banking Group PLC,-0.317,Britain cuts Lloyds Banking Group stake to below 17 pct,neg,0,7.0
364,HSBC,0.5429999999999999,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,pos,1,15.0
365,BP,-0.741,BP Reports $583 Million Loss in First Quarter,neg,0,3.0
366,William Hill,-0.637,"Britain's FTSE led lower by ITV, William Hill",neg,0,4.0
367,JP Morgan,0.0,Barclays set to name former JPMorgan banker Staley as new CEO,neg,0,10.0
368,BHS,0.157,Friday Papers: Sir Philip Green sells BHS for Â£1,pos,1,12.0
369,Berkshire,0.25,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",pos,1,12.0
370,CaixaBank,0.375,Spain's CaixaBank Expects To Close Deal For Banco BPI,pos,1,14.0
371,Kraft Heinz,0.214,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,pos,1,12.0
372,Persimmon,0.384,Persimmon revenues lifted 12% by post-election confidence,pos,1,14.0
373,Aviva plc,0.163,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,pos,1,12.0
374,BP,-0.355,US urges final approval of $20 billion BP oil spill pact,neg,0,6.0
375,Gleneagles Hotel,0.237,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,pos,1,12.0
376,GSK,0.2,UPDATE 1-GSK-linked investigator freed early from China jail - source,pos,1,12.0
377,Tesco PLC,-0.612,"FTSE hits three-week low as financials, Tesco fall",neg,0,4.0
378,Deutsche Boerse,-0.473,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,neg,0,5.0
379,Weir Group,0.09,Weir Group offloads two renewables units,pos,1,11.0
380,Aggreko,-0.546,Aggreko says first half profits will be lower as the oil price rout claims its latest victim,neg,0,5.0
381,Weir Group,-0.627,"Industry NewsRevenue, earnings take a tumble at Weir Group",neg,0,4.0
382,Ashtead,0.461,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",pos,1,15.0
383,EasyJet,-0.6000000000000001,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",neg,0,4.0
384,London Stock Exchange Group,-0.359,London stock exchange shareholders vote on merger deal under Brexit cloud,neg,0,6.0
385,AstraZeneca,0.289,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ...",pos,1,13.0
386,Intercontinental Exchange,-0.127,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,neg,0,9.0
387,Tesco,-0.15,Dave Lewis paid Â£4.1m for first 6 months at Tesco,neg,0,8.0
388,Weir Group,0.32299999999999995,Weir Group says first-half profits will be 'slightly ahead' of expectations,pos,1,13.0
389,Glencore,0.259,Glencore Sells $2.5 Billion Stake in Agriculture Unit,pos,1,13.0
390,AstraZeneca,0.075,AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...,pos,1,11.0
391,Hargreaves Lansdown,0.5710000000000001,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,pos,1,16.0
392,Tesco PLC,-0.6910000000000001,"Britain's FTSE hits three-week low as financials, Tesco fall",neg,0,3.0
393,Royal Bank of Scotland Group plc,0.833,Trading ExpertBROKER RECOMMENDATIONSUBS ups RBS to 'buy' as it re-initiates coverage on UK banks,pos,1,18.0
394,3G Capital,0.247,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",pos,1,12.0
395,Shell,-0.34500000000000003,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,neg,0,7.0
396,GKN,0.276,GKN to buy Fokker Technologies for 706 mln euros,pos,1,13.0
397,Mondi,0.789,Questor share tip: Mondi shares jump 10pc on strong start,pos,1,18.0
398,Berkshire Hathaway Inc.,-0.28800000000000003,"Berkshire discloses unit's ties to Iran, opens probe",neg,0,7.0
399,Rio Tinto,-0.511,"Rio Tinto swings to loss, drops dividend policy",neg,0,5.0
400,Rio Tinto,0.309,Rio Tinto Reaffirms Goal for Iron Ore Output,pos,1,13.0
401,EasyJet,-0.804,Shares in easyJet fall to three-year low after Brexit profit warning,neg,0,2.0
402,Shire,0.4,Shire share price: Group releases full-year results,pos,1,14.0
403,AstraZeneca,0.21899999999999997,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...,pos,1,12.0
404,Barclays,-0.426,Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing,neg,0,6.0
405,Meantime,0.415,SABMiller buys Meantime to quench thirst for craft beer,pos,1,14.0
406,Standard Chartered,-0.78,Standard Chartered to slash costs as profits plunge 25%,neg,0,2.0
407,Berkshire Hathaway Inc.,0.6679999999999999,Buffett's Berkshire delivers 9.8% profit growth,pos,1,17.0
408,Rio Tinto,0.114,"Rio Tinto CEO Sam Walsh rejects fears over China growth, demand",pos,1,11.0
409,Showa Shell Sekiyu,-0.036000000000000004,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn,neg,0,10.0
410,RELX Group,0.0,Reed Elsevier to rename itself RELX Group,neg,0,10.0
411,Sotheby's,-0.06,Sotheby's chairman takes his final sale,neg,0,9.0
412,Insight,0.13699999999999998,Insight hires Aviva's David Hillier for multi-asset team,pos,1,11.0
413,BG Group,0.39299999999999996,Shell offers 50 percent premium to buy BG for $70 billion,pos,1,14.0
414,Novartis,0.217,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,pos,1,12.0
415,AB InBev,0.256,AB InBev to sell Peroni and Grolsch,pos,1,13.0
416,Unilever,-0.373,Unilever posts weaker-than-expected fourth quarter,neg,0,6.0
417,Morrisons,-0.161,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,neg,0,8.0
418,Emirates,0.7240000000000001,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,pos,1,17.0
419,ITV,0.003,Entertainment One dispels ITV takeover rumours,pos,1,10.0
420,London Stock Exchange Group,0.396,NYSE owner ICE considers offer for LSE,pos,1,14.0
421,GSK,0.276,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,pos,1,13.0
422,BP,0.262,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",pos,1,13.0
423,HSBC,-0.5,"HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says",neg,0,5.0
424,Transocean,-0.38799999999999996,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",neg,0,6.0
425,Centrica PLC,0.195,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",pos,1,12.0
426,RBS,0.1,RBS bosses ordered to go out and meet small firms,pos,1,11.0
427,AB InBev,0.207,AB InBev offers to sell some SABMiller brands,pos,1,12.0
428,Tesco PLC,0.155,RPT-UK supermarkets braced for battle as Tesco comes out fighting,pos,1,12.0
429,Glencore,0.166,"UPDATE 1-Glencore flags sale of some Australia, Chile assets",pos,1,12.0
430,Barclays,0.1,Barclays says not been offered deferred prosecution deal by SFO,pos,1,11.0
431,Aviva plc,0.281,Aviva promises higher dividends to boost flagging share price,pos,1,13.0
432,AB InBev,0.278,Brewer AB InBev seeks $275 bln tie-up with SABMiller,pos,1,13.0
433,London Stock Exchange Group,-0.303,Intercontinental Exchange Opts Not to Bid for London Stock Exchange,neg,0,7.0
434,Glencore,-0.26,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",neg,0,7.0
435,HSBC,-0.7559999999999999,HSBC Posts Surprise Fourth-Quarter Pretax Loss of $858 Million,neg,0,2.0
436,Schroders,0.942,Earnings surge as fund manager Schroders reports a record year,pos,1,19.0
437,London Stock Exchange,-0.35200000000000004,Eurocrat left best-placed to unravel London Stock Exchange deal,neg,0,6.0
438,AB InBev,-0.033,Lawmakers worry AB InBev beer deal will hurt craft brewers,neg,0,10.0
439,Standard Life,0.8150000000000001,StanLife leads FTSE after strong earnings,pos,1,18.0
440,Lloyds Banking Group PLC,0.365,Lloyds Banking Group eyes return to dealmaking with MBNA bid,pos,1,14.0
441,SABMiller,0.24,Anheuser-Busch InBev Increases Offer for Rival SABMiller,pos,1,12.0
442,Lloyds Banking Group PLC,-0.532,"UK government sells more Lloyds shares, cuts stake to below 12 percent",neg,0,5.0
443,Kinder Morgan,0.225,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,pos,1,12.0
444,Tesco,-0.25,Tesco says UK store closures put 2000 jobs at risk,neg,0,8.0
445,Tesco,0.213,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder,pos,1,12.0
446,Coca-Cola,0.08900000000000001,"Buffett talks wind energy, Coca-Cola at Berkshire meeting",pos,1,11.0
447,TSB,-0.083,TSB boss: Current account switching must be simpler,neg,0,9.0
448,Barclays,-0.253,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,neg,0,7.0
449,Kingfisher,0.467,Retailers Kingfisher and Sports Direct rise in Britain's share index,pos,1,15.0
450,Berkshire Hathaway Inc.,-0.161,Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions,neg,0,8.0
451,Royal Dutch Shell,0.28400000000000003,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",pos,1,13.0
452,EasyJet,-0.013,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,neg,0,10.0
453,AstraZeneca,0.48100000000000004,AstraZeneca says new lung cancer pill Tagrisso approved by EU,pos,1,15.0
454,Barclays,-0.743,Two former Barclays traders face retrial over Libor,neg,0,3.0
455,BP,0.066,MarketsBP promotes upstream boss to deputy CEO,pos,1,11.0
456,Glencore,-0.5650000000000001,"Glencore swings to loss, will sell more assets",neg,0,4.0
457,Shell,0.25,Shell to buy BG Group in $69.7 billion takeover,pos,1,12.0
458,Clydesdale Bank,-0.7070000000000001,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,neg,0,3.0
459,Standard Chartered PLC,0.763,UK's FTSE climbs to record closing high as Standard Chartered surges,pos,1,18.0
460,BP,0.018000000000000002,US judge rules that BP spill smaller than feared,pos,1,10.0
461,Royal Mail,0.0,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength,neg,0,10.0
462,MillerCoors,0.053,"AB InBev launches SAB bid, to sell MillerCoors stake",pos,1,11.0
463,ARM Holdings plc,0.5710000000000001,ARM Royalties Accelerate as Smartphone Market Regains Strength,pos,1,16.0
464,Shell,-0.6930000000000001,Shell fined by Scottish court for 2011 North Sea oil spill,neg,0,3.0
465,Glencore,-0.301,Glencore chief blames rivals' overproduction for share price fall,neg,0,7.0
466,Valeant Pharmaceuticals International,0.166,"Ackman, in email, says supports Valeant CEO Pearson",pos,1,12.0
467,GlaxoSmithKline,-0.12,GlaxoSmithKline's CEO Witty to bow out in March 2017,neg,0,9.0
468,Standard Life,-0.706,Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit,neg,0,3.0
469,Shire,0.124,Shire CEO steps up drive to get Baxalta board talking,pos,1,11.0
470,BP,-0.4,FTSE slide halted by BP's Â£12bn US settlement - London Report,neg,0,6.0
471,Sainsbury's,-0.012,Sainsbury's pressed to raise bid for Home Retail Group,neg,0,10.0
472,NPS,0.364,"FDA approves NPS drug, in move validating Shire takeover deal",pos,1,14.0
473,Sanofi,0.066,Sanofi poaches AstraZeneca scientist as new research head,pos,1,11.0
474,Sanofi,0.188,CompaniesSanofi poaches immunology expert from AstraZeneca,pos,1,12.0
475,ITV,0.19899999999999998,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,pos,1,12.0
476,Royal Bank of Scotland Group plc,0.381,"Broker tips: RBS, Croda, Sage",pos,1,14.0
477,Royal Mail,-0.43799999999999994,"Royal Mail, Johnson Matthey lead FTSE lower",neg,0,6.0
478,Whitbread,-0.562,Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown,neg,0,4.0
479,Carlsberg,-0.46799999999999997,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,neg,0,5.0
480,GlaxoSmithKline,-0.408,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,neg,0,6.0
481,Financial Times,-0.052000000000000005,Report: Financial Times up for sale,neg,0,9.0
482,Glencore,0.124,Glencore raises $2.5bn through share placing to help cut debt load,pos,1,11.0
483,Det Norske,0.248,BP joins forces with Det Norske in Norway,pos,1,12.0
484,Rio Tinto,-0.387,No pay hikes this year at Rio Tinto as mining slump bites,neg,0,6.0
485,Citigroup,-0.647,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",neg,0,4.0
486,Apple,0.9890000000000001,Warren Buffett's Berkshire Hathaway buys stake in Apple,pos,1,20.0
487,Croda,0.391,"Broker tips: RBS, Croda, Sage",pos,1,14.0
488,Deutsche Boerse,0.29,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,pos,1,13.0
489,Diageo,0.361,FTSE steadies around 2-month low Diageo shares surge,pos,1,14.0
490,Lonmin,-0.314,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",neg,0,7.0
491,London Stock Exchange Group,0.406,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,pos,1,14.0
492,HSBC,0.028999999999999998,"We'd support HSBC leaving London, says Standard Life",pos,1,10.0
493,ICE,0.226,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,pos,1,12.0
494,Tesco PLC,0.084,CompaniesTesco bumps up pay for store staff,pos,1,11.0
495,BP,-0.179,BP pay boss feels the heat from revolt over Dudley's Â£14 million,neg,0,8.0
496,Barclays,0.149,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,pos,1,11.0
497,BG Group,-0.451,Shell Plans to Shed 2800 Jobs After Buying BG Group,neg,0,5.0
498,Old Mutual,0.16399999999999998,"Old Mutual to split up, may list some businesses",pos,1,12.0
499,RBS,-0.2,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says",neg,0,8.0
500,Mr Bricolage,-0.253,CompaniesKingfisher bid for Mr Bricolage runs into trouble,neg,0,7.0
501,EasyJet,0.09300000000000001,EasyJet to pass on lower fuel prices to customers,pos,1,11.0
502,Tesco PLC,-0.267,Tesco loses two more directors as Garfield and Tammenoms step down,neg,0,7.0
503,Royal Bank of Scotland Group plc,-0.295,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,neg,0,7.0
504,Prudential,-0.031,Credit Suisse poaches Prudential's Thiam for Asian push,neg,0,10.0
505,John Wood Group PLC,0.103,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",pos,1,11.0
506,Wolseley,-0.31,Britain's FTSE eyes 7th straight daily rise; Wolseley lags,neg,0,7.0
507,GSK,0.379,EU regulator backs approval for GSK injectable asthma drug,pos,1,14.0
508,Rolls-Royce,-0.075,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,neg,0,9.0
509,London Stock Exchange Group,0.247,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,pos,1,12.0
510,Wells Fargo,0.42200000000000004,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",pos,1,14.0
511,Severn Trent,0.35700000000000004,Canadian Pension fund Borealis renews pursuit of Severn Trent : report,pos,1,14.0
512,ITV,0.42,ITV merger reports boost Footsie stocks,pos,1,14.0
513,Cadbury's,-0.158,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",neg,0,8.0
514,Wolseley,0.47,Wolseley helps lift FTSE from losses,pos,1,15.0
515,AstraZeneca,0.098,Novo Nordisk and AstraZeneca seek tonic from key drug trials,pos,1,11.0
516,Saudi Aramco,-0.14200000000000002,"Saudi Aramco, Shell plan to break up Motiva, divide up assets",neg,0,9.0
517,Lloyds Banking Group PLC,-0.512,CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission,neg,0,5.0
518,AstraZeneca,0.242,AstraZeneca sells Caprelsa rights to Sanofi unit,pos,1,12.0
519,Wood Group,0.436,Industry NewsWood Group wins multi-million dollar contract with BP,pos,1,14.0
520,Royal Mail,0.208,Royal Mail and workers' union agree pay deal,pos,1,12.0
521,Lloyds Banking Group PLC,0.369,Lloyds wins right to buy bonds back early to save 1 billion pounds,pos,1,14.0
522,Admiral Group plc,0.669,"Britain's FTSE buoyed by Admiral, building sector gains",pos,1,17.0
523,Tesco PLC,-0.209,Tesco share price: Brand Guarantee comes under fire,neg,0,8.0
524,M&G Investments,-0.44799999999999995,"FTSE led lower by M&S, GlaxoSmithKline",neg,0,6.0
525,Kingfisher,0.6779999999999999,FTSE edges up as investors cheer Kingfisher results,pos,1,17.0
526,HSBC,-0.528,HSBC chief hit with tax-avoidance scandal,neg,0,5.0
527,Lloyds Banking Group,-0.1,British government stake in Lloyds Banking Group fa,neg,0,9.0
528,AstraZeneca,0.295,AstraZeneca's $727 million play to do away with chemotherapy,pos,1,13.0
529,HSBC,0.154,HSBC appoints business leaders to board,pos,1,12.0
530,Diageo,-0.483,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...,neg,0,5.0
531,Deere,0.316,"Buffett's Berkshire builds Deere stake, dumps Exxon",pos,1,13.0
532,BG Group,0.853,BUZZ-BG Group: outperforms sector after record output,pos,1,19.0
533,Mylan,0.652,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle,pos,1,17.0
534,Citigroup,0.22399999999999998,"After Barclays and Bank of America, Citigroup has blockchain in sight",pos,1,12.0
535,G4S,0.327,"Industry NewsG4S makes 'positive' start to year, no new impairments",pos,1,13.0
536,Morrisons,0.376,Morrisons helps FTSE edge higher energy shares slip,pos,1,14.0
537,Old Mutual,0.6659999999999999,Old Mutual share price: Wealth unit seen as blue-chip company,pos,1,17.0
538,Unilever,0.38299999999999995,CompaniesUnilever sales lifted by ice cream in soft economy,pos,1,14.0
539,InterContinental Hotels Group,-0.32899999999999996,InterContinental Hotels first-quarter global room revenue lags estimates,neg,0,7.0
540,Bunzl,0.48700000000000004,"Bunzl backs 2015 view, buys more businesses",pos,1,15.0
541,Tesco PLC,-0.358,Bidders Abandon Auction Of Tesco Data Unit,neg,0,6.0
542,Shell,0.276,"EU drops Shell, BP, Statoil from ethanol benchmark investigation",pos,1,13.0
543,Standard Life,0.426,Euro zone QE helps Standard Life first-quarter funds boost,pos,1,14.0
544,Smith & Nephew,0.5650000000000001,Smith & Nephew 2015 trading profit beats expectations,pos,1,16.0
545,AstraZeneca,-0.5680000000000001,Closely watched AstraZeneca cancer drug fails in mesothelioma,neg,0,4.0
546,Glencore,-0.718,Glencore slumps 25 pct as debt fears grow,neg,0,3.0
547,Petrobras,-0.247,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,neg,0,8.0
548,SABMiller,0.19699999999999998,AB InBev offers SABMiller $3 billion breakup fee,pos,1,12.0
549,Barclays,-0.24,Barclays Executive Harrison Denies Knowledge of Libor Fixing,neg,0,8.0
550,Standard Life,-0.28200000000000003,Standard Life hit by 'unprecedented' number of calls on pension freedoms,neg,0,7.0
551,AB InBev,0.23199999999999998,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,pos,1,12.0
552,AB InBev,0.119,CompaniesAB InBev signals it won't go hostile for SABMiller,pos,1,11.0
553,Meggitt,0.28200000000000003,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million,pos,1,13.0
554,London Stock Exchange Group,0.01,LSE Group names former SEC head Schapiro non-executive director,pos,1,10.0
555,IAG,0.24600000000000002,IAG closes in on Aer Lingus with increased offer,pos,1,12.0
556,Gazprom,-0.353,US sanctions put Gazprom-Shell alliance plans in jeopardy,neg,0,6.0
557,Movantik,0.369,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,pos,1,14.0
558,AstraZeneca,-0.12,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,neg,0,9.0
